0 1.71939
0.9 1.7389
1.8 1.75837
2.7 1.77779
3.6 1.79715
4.5 1.81647
5.4 1.83572
6.3 1.85491
7.2 1.87404
8.1 1.89309
9 1.91207
9.9 1.93097
10.8 1.9498
11.7 1.96853
12.6 1.98718
13.5 2.00573
14.4 2.02419
15.3 2.04255
16.2 2.0608
17.1 2.07895
18 2.09698
18.9 2.1149
19.8 2.13269
20.7 2.15037
21.6 2.16792
22.5 2.18533
23.4 2.20262
24.3 2.21976
25.2 2.23677
26.1 2.25363
27 2.27034
27.9 2.2869
28.8 2.3033
29.7 2.31955
30.6 2.33563
31.5 2.35154
32.4 2.36729
33.3 2.38286
34.2 2.39826
35.1 2.41348
36 2.42852
36.9 2.44336
37.8 2.45802
38.7 2.47249
39.6 2.48677
40.5 2.50084
41.4 2.51471
42.3 2.52838
43.2 2.54184
44.1 2.55509
45 2.56812
45.9 2.58094
46.8 2.59354
47.7 2.60592
48.6 2.61807
49.5 2.63
50.4 2.64169
51.3 2.65316
52.2 2.66438
53.1 2.67537
54 2.68612
54.9 2.69663
55.8 2.70689
56.7 2.71691
57.6 2.72667
58.5 2.73619
59.4 2.74545
60.3 2.75445
61.2 2.7632
62.1 2.7717
63 2.77993
63.9 2.78789
64.8 2.79559
65.7 2.80302
66.6 2.81018
67.5 2.81707
68.4 2.82368
69.3 2.83003
70.2 2.8361
71.1 2.84189
72 2.8474
72.9 2.85264
73.8 2.85759
74.7 2.86227
75.6 2.86666
76.5 2.87077
77.4 2.87459
78.3 2.87813
79.2 2.88139
80.1 2.88435
81 2.88703
81.9 2.88942
82.8 2.89152
83.7 2.89333
84.6 2.89485
85.5 2.89608
86.4 2.89702
87.3 2.89767
88.2 2.89803
89.1 2.8981
90 2.89789
90.9 2.89737
91.8 2.89657
92.7 2.89548
93.6 2.89409
94.5 2.89241
95.4 2.89045
96.3 2.88819
97.2 2.88563
98.1 2.88828
99 2.88399
99.9 2.87939
100.8 2.87462
101.7 2.86932
102.6 2.86372
103.5 2.85781
104.4 2.85161
105.3 2.84512
106.2 2.83832
107.1 2.83123
108 2.82385
108.9 2.81618
109.8 2.80822
110.7 2.79997
111.6 2.79143
112.5 2.78261
113.4 2.77352
114.3 2.76414
115.2 2.75448
116.1 2.74455
117 2.73435
117.9 2.72388
118.8 2.71314
119.7 2.70214
120.6 2.69087
121.5 2.67935
122.4 2.66757
123.3 2.65553
124.2 2.64325
125.1 2.63072
126 2.61794
126.9 2.60492
127.8 2.59167
128.7 2.57819
129.6 2.56447
130.5 2.55054
131.4 2.53637
132.3 2.52199
133.2 2.5074
134.1 2.49259
135 2.47757
135.9 2.46234
136.8 2.44692
137.7 2.43129
138.6 2.41547
139.5 2.39947
140.4 2.38327
141.3 2.3669
142.2 2.35034
143.1 2.33361
144 2.31672
144.9 2.29965
145.8 2.28243
146.7 2.26505
147.6 2.24751
148.5 2.22983
149.4 2.212
150.3 2.19403
151.2 2.17594
152.1 2.1577
153 2.13935
153.9 2.12087
154.8 2.10227
155.7 2.08356
156.6 2.06474
157.5 2.04583
158.4 2.02681
159.3 2.00769
160.2 1.98849
161.1 1.96919
162 1.94982
162.9 1.93037
163.8 1.91085
164.7 1.89126
165.6 1.87162
166.5 1.85191
167.4 1.83215
168.3 1.81234
169.2 1.79249
170.1 1.7726
171 1.75268
171.9 1.73273
172.8 1.71275
173.7 1.69275
174.6 1.67274
175.5 1.65271
176.4 1.63268
177.3 1.61265
178.2 1.59261
179.1 1.57259
180 1.55257
180.9 1.53257
181.8 1.51259
182.7 1.49264
183.6 1.47271
184.5 1.45281
185.4 1.43295
186.3 1.41313
187.2 1.39336
188.1 1.37363
189 1.35396
189.9 1.33434
190.8 1.31478
191.7 1.29529
192.6 1.27586
193.5 1.25651
194.4 1.23723
195.3 1.21803
196.2 1.19891
197.1 1.17987
198 1.16093
198.9 1.14207
199.8 1.12331
200.7 1.10464
201.6 1.08607
202.5 1.06761
203.4 1.04926
204.3 1.03101
205.2 1.01288
206.1 0.994862
207 0.976955
207.9 0.959167
208.8 0.941498
209.7 0.923952
210.6 0.906528
211.5 0.88923
212.4 0.872059
213.3 0.855017
214.2 0.838104
215.1 0.821322
216 0.804672
216.9 0.788156
217.8 0.771772
218.7 0.755524
219.6 0.73941
220.5 0.723424
221.4 0.707582
222.3 0.691875
223.2 0.676303
224.1 0.660867
225 0.645569
225.9 0.630404
226.8 0.615369
227.7 0.600469
228.6 0.585702
229.5 0.57107
230.4 0.556565
231.3 0.542189
232.2 0.527939
233.1 0.513812
234 0.49981
234.9 0.485929
235.8 0.472166
236.7 0.458519
237.6 0.444985
238.5 0.431561
239.4 0.418243
240.3 0.405031
241.2 0.39192
242.1 0.378906
243 0.365983
243.9 0.353154
244.8 0.34041
245.7 0.327749
246.6 0.315165
247.5 0.302655
248.4 0.290216
249.3 0.277846
250.2 0.265539
251.1 0.253288
252 0.241092
252.9 0.228943
253.8 0.216838
254.7 0.204768
255.6 0.192727
256.5 0.180705
257.4 0.168697
258.3 0.1567
259.2 0.14471
260.1 0.132722
261 0.120735
261.9 0.108741
262.8 0.0967405
263.7 0.0847281
264.6 0.0727002
265.5 0.0606524
266.4 0.0485822
267.3 0.0364853
268.2 0.0243584
269.1 0.0121977
270 0.01
270.9 0.0137755
271.8 0.0275637
272.7 0.0413717
273.6 0.0552051
274.5 0.069066
275.4 0.0829579
276.3 0.0968838
277.2 0.110848
278.1 0.124852
279 0.1389
