0 -nan
0.9 0.025518
1.8 0.0513537
2.7 0.0774984
3.6 0.103943
4.5 0.130681
5.4 0.157703
6.3 0.185001
7.2 0.212569
8.1 0.240398
9 0.268484
9.9 0.296816
10.8 0.325385
11.7 0.354192
12.6 0.383222
13.5 0.412478
14.4 0.441941
15.3 0.471608
16.2 0.501476
17.1 0.531536
18 0.561782
18.9 0.592206
19.8 0.6228
20.7 0.653559
21.6 0.684475
22.5 0.715541
23.4 0.746751
24.3 0.778096
25.2 0.809572
26.1 0.84154
27 0.872915
27.9 0.904347
28.8 0.935823
29.7 0.967333
30.6 0.998873
31.5 1.03042
32.4 1.06198
33.3 1.09354
34.2 1.12507
35.1 1.15658
36 1.20484
36.9 1.23626
37.8 1.26759
38.7 1.29882
39.6 1.32994
40.5 1.36094
41.4 1.39182
42.3 1.42255
43.2 1.45312
44.1 1.48355
45 1.51379
45.9 1.54384
46.8 1.57369
47.7 1.60334
48.6 1.63278
49.5 1.66198
50.4 1.69095
51.3 1.71966
52.2 1.74812
53.1 1.7763
54 1.8042
54.9 1.83182
55.8 1.85913
56.7 1.88613
57.6 1.91282
58.5 1.93917
59.4 1.96518
60.3 1.99084
61.2 2.01614
62.1 2.04107
63 2.06563
63.9 2.0898
64.8 2.11357
65.7 2.13695
66.6 2.15991
67.5 2.18246
68.4 2.20458
69.3 2.22627
70.2 2.24752
71.1 2.26832
72 2.28867
72.9 2.30855
73.8 2.32797
74.7 2.34692
75.6 2.36539
76.5 2.38338
77.4 2.40088
78.3 2.41789
79.2 2.4344
80.1 2.45041
81 2.46592
81.9 2.48092
82.8 2.49541
83.7 2.50938
84.6 2.52284
85.5 2.53579
86.4 2.5482
87.3 2.5601
88.2 2.57148
89.1 2.58234
90 2.59268
90.9 2.60249
91.8 2.61179
92.7 2.62056
93.6 2.62881
94.5 2.63655
95.4 2.64377
96.3 2.65047
97.2 2.65667
98.1 2.66235
99 2.66754
99.9 2.67222
100.8 2.6764
101.7 2.68009
102.6 2.68329
103.5 2.68601
104.4 2.68825
105.3 2.69002
106.2 2.69132
107.1 2.69217
108 2.69256
108.9 2.6925
109.8 2.69199
110.7 2.69106
111.6 2.6897
112.5 2.68793
113.4 2.68575
114.3 2.68317
115.2 2.6802
116.1 2.67685
117 2.67313
117.9 2.66904
118.8 2.66459
119.7 2.6598
120.6 2.65468
121.5 2.64923
122.4 2.64346
123.3 2.6374
124.2 2.63103
125.1 2.62437
126 2.61745
126.9 2.61027
127.8 2.60284
128.7 2.59516
129.6 2.58726
130.5 2.57914
131.4 2.57081
132.3 2.56229
133.2 2.55358
134.1 2.5447
135 2.53565
135.9 2.52645
136.8 2.5171
137.7 2.50763
138.6 2.49804
139.5 2.48834
140.4 2.47855
141.3 2.46867
142.2 2.45871
143.1 2.44869
144 2.43861
144.9 2.42848
145.8 2.41832
146.7 2.40813
147.6 2.39791
148.5 2.3877
149.4 2.37749
150.3 2.36729
151.2 2.35711
152.1 2.34696
153 2.33684
153.9 2.32677
154.8 2.31675
155.7 2.30678
156.6 2.29688
157.5 2.28705
158.4 2.27731
159.3 2.26764
160.2 2.25806
161.1 2.24858
162 2.23921
162.9 2.22993
163.8 2.22076
164.7 2.21171
165.6 2.20278
166.5 2.19397
167.4 2.18528
168.3 2.17672
169.2 2.16829
170.1 2.15998
171 2.1518
171.9 2.14376
172.8 2.13589
173.7 2.12812
174.6 2.1205
175.5 2.11301
176.4 2.10567
177.3 2.09845
178.2 2.09138
179.1 2.08446
180 2.07766
180.9 2.07102
181.8 2.06453
182.7 2.05812
183.6 2.05195
184.5 2.0459
185.4 2.03996
186.3 2.03426
187.2 2.02871
188.1 2.02331
189 2.01813
189.9 2.01317
