14.75	0.1792E+02	0.3521E+03	0	0.1734E+01	0.2278E+02	0
14.95	0.1762E+02	0.3234E+03	0	0.1818E+01	0.2379E+02	0
15.15	0.1700E+02	0.3559E+03	0	0.1679E+01	0.2122E+02	0
15.35	0.1582E+02	0.3079E+03	0	0.1571E+01	0.1670E+02	0
15.55	0.1518E+02	0.3242E+03	0	0.1662E+01	0.1617E+02	0
15.76	0.1482E+02	0.3530E+03	0	0.1565E+01	0.1496E+02	0
15.96	0.1425E+02	0.3188E+03	0	0.1481E+01	0.1737E+02	0
16.16	0.1380E+02	0.3643E+03	0	0.1350E+01	0.1548E+02	0
16.36	0.1356E+02	0.2954E+03	0	0.1372E+01	0.1529E+02	0
16.56	0.1270E+02	0.2903E+03	0	0.1138E+01	0.1232E+02	0
16.77	0.1221E+02	0.3110E+03	0	0.1275E+01	0.1467E+02	0
16.97	0.1219E+02	0.2948E+03	0	0.1099E+01	0.8623E+01	0
17.17	0.1139E+02	0.3251E+03	0	0.1315E+01	0.8409E+01	0
17.37	0.1109E+02	0.2853E+03	0	0.1235E+01	0.9655E+01	0
17.57	0.1034E+02	0.2757E+03	0	0.1002E+01	0.1136E+02	0
17.78	0.1027E+02	0.2751E+03	0	0.1073E+01	0.7807E+01	0
17.98	0.9960E+01	0.2708E+03	0	0.8568E+00	0.7972E+01	0
18.18	0.9432E+01	0.2690E+03	0	0.1166E+01	0.4744E+01	0
18.38	0.8907E+01	0.3235E+03	0	0.1004E+01	0.6342E+01	0
18.58	0.8652E+01	0.2737E+03	0	0.8774E+00	0.8840E+01	0
18.79	0.8884E+01	0.2609E+03	0	0.1117E+01	0.5483E+01	0
18.99	0.7818E+01	0.2626E+03	0	0.9360E+00	0.6078E+01	0
19.19	0.7771E+01	0.2521E+03	0	0.9676E+00	0.5214E+01	0
19.39	0.7370E+01	0.2405E+03	0	0.8661E+00	0.7152E+01	0
19.59	0.7129E+01	0.2899E+03	0	0.8014E+00	0.5011E+01	0
19.80	0.7063E+01	0.2672E+03	0	0.8386E+00	0.5982E+01	0
20.00	0.6622E+01	0.2308E+03	0	0.8108E+00	0.3816E+01	0
