9.29	0.6323E+01	0.2001E+03	0	0.2012E+02	0.4644E+03	0
9.49	0.6355E+01	0.1999E+03	0	0.1932E+02	0.4141E+03	0
9.70	0.6319E+01	0.2187E+03	0	0.1852E+02	0.3649E+03	0
9.90	0.5657E+01	0.2164E+03	0	0.1732E+02	0.2934E+03	0
10.10	0.5661E+01	0.2026E+03	0	0.1658E+02	0.3373E+03	0
10.30	0.5293E+01	0.2145E+03	0	0.1553E+02	0.2792E+03	0
10.50	0.5482E+01	0.2031E+03	0	0.1499E+02	0.2317E+03	0
10.71	0.4999E+01	0.1837E+03	0	0.1400E+02	0.2325E+03	0
10.91	0.5084E+01	0.1894E+03	0	0.1367E+02	0.2601E+03	0
11.11	0.5035E+01	0.1724E+03	0	0.1286E+02	0.2280E+03	0
11.31	0.5078E+01	0.1699E+03	0	0.1243E+02	0.2054E+03	0
11.51	0.4877E+01	0.1403E+03	0	0.1178E+02	0.1735E+03	0
11.72	0.4721E+01	0.1549E+03	0	0.1119E+02	0.1632E+03	0
11.92	0.4370E+01	0.1260E+03	0	0.1062E+02	0.1736E+03	0
12.12	0.4535E+01	0.1149E+03	0	0.1009E+02	0.1900E+03	0
12.32	0.4489E+01	0.1375E+03	0	0.9811E+01	0.1613E+03	0
12.52	0.4103E+01	0.1363E+03	0	0.9069E+01	0.1723E+03	0
12.73	0.4281E+01	0.1143E+03	0	0.8705E+01	0.1475E+03	0
12.93	0.4068E+01	0.1128E+03	0	0.8379E+01	0.1412E+03	0
13.13	0.4066E+01	0.1053E+03	0	0.7836E+01	0.1387E+03	0
13.33	0.3845E+01	0.9573E+02	0	0.7353E+01	0.1370E+03	0
13.53	0.3622E+01	0.9436E+02	0	0.7049E+01	0.1126E+03	0
13.74	0.3653E+01	0.9104E+02	0	0.6630E+01	0.1252E+03	0
13.94	0.3599E+01	0.8825E+02	0	0.6563E+01	0.1303E+03	0
14.14	0.3244E+01	0.8130E+02	0	0.5770E+01	0.1220E+03	0
14.34	0.3379E+01	0.6093E+02	0	0.5786E+01	0.1043E+03	0
14.54	0.3341E+01	0.7828E+02	0	0.5437E+01	0.1181E+03	0
14.75	0.3380E+01	0.5705E+02	0	0.5221E+01	0.1150E+03	0
14.95	0.3164E+01	0.5888E+02	0	0.4813E+01	0.1334E+03	0
15.15	0.3123E+01	0.5802E+02	0	0.4660E+01	0.1222E+03	0
15.35	0.2845E+01	0.4674E+02	0	0.4293E+01	0.1122E+03	0
15.55	0.3047E+01	0.5400E+02	0	0.4342E+01	0.1033E+03	0
15.76	0.3006E+01	0.5637E+02	0	0.4011E+01	0.1103E+03	0
15.96	0.2902E+01	0.5892E+02	0	0.3787E+01	0.9200E+02	0
16.16	0.2723E+01	0.5297E+02	0	0.3445E+01	0.8673E+02	0
16.36	0.2477E+01	0.4608E+02	0	0.3436E+01	0.8565E+02	0
16.56	0.2310E+01	0.4216E+02	0	0.3071E+01	0.8501E+02	0
16.77	0.2435E+01	0.3407E+02	0	0.3127E+01	0.7960E+02	0
16.97	0.2328E+01	0.4887E+02	0	0.2914E+01	0.7792E+02	0
17.17	0.2666E+01	0.4834E+02	0	0.2863E+01	0.7567E+02	0
17.37	0.2333E+01	0.3723E+02	0	0.2795E+01	0.7589E+02	0
17.57	0.2122E+01	0.3747E+02	0	0.2428E+01	0.7441E+02	0
17.78	0.2130E+01	0.3532E+02	0	0.2436E+01	0.7139E+02	0
17.98	0.1959E+01	0.4205E+02	0	0.2078E+01	0.8127E+02	0
18.18	0.2103E+01	0.2519E+02	0	0.2429E+01	0.6603E+02	0
18.38	0.2178E+01	0.3890E+02	0	0.2097E+01	0.6420E+02	0
18.58	0.1896E+01	0.2560E+02	0	0.1924E+01	0.6497E+02	0
18.79	0.2088E+01	0.2996E+02	0	0.2051E+01	0.5921E+02	0
18.99	0.1908E+01	0.2791E+02	0	0.1791E+01	0.6069E+02	0
19.19	0.1899E+01	0.3380E+02	0	0.1886E+01	0.5731E+02	0
19.39	0.1810E+01	0.2070E+02	0	0.1618E+01	0.5430E+02	0
19.59	0.1799E+01	0.2858E+02	0	0.1552E+01	0.5243E+02	0
19.80	0.1870E+01	0.2002E+02	0	0.1568E+01	0.5016E+02	0
20.00	0.1615E+01	0.2335E+02	0	0.1318E+01	0.4941E+02	0
