0.00	0.7144E+00	0.7296E+02	0	0.7436E+01	0.1059E+03	0
0.20	0.2018E+01	0.1379E+03	0	0.1960E+02	0.9867E+03	0
0.40	0.3309E+01	0.1684E+03	0	0.2909E+02	0.2300E+04	0
0.61	0.4274E+01	0.2491E+03	0	0.3670E+02	0.2679E+04	0
0.81	0.4987E+01	0.2780E+03	0	0.4314E+02	0.2228E+04	0
1.01	0.5781E+01	0.3066E+03	0	0.4904E+02	0.3416E+04	0
1.21	0.6484E+01	0.3486E+03	0	0.5466E+02	0.7166E+04	0
1.41	0.7045E+01	0.3946E+03	0	0.6027E+02	0.1200E+05	0
1.62	0.7557E+01	0.4392E+03	0	0.6531E+02	0.1588E+05	0
1.82	0.7854E+01	0.4903E+03	0	0.6941E+02	0.1921E+05	0
2.02	0.8347E+01	0.5269E+03	0	0.7270E+02	0.2205E+05	0
2.22	0.8438E+01	0.5836E+03	0	0.7475E+02	0.2364E+05	0
2.42	0.8844E+01	0.6216E+03	0	0.7614E+02	0.2444E+05	0
2.63	0.8860E+01	0.6608E+03	0	0.7652E+02	0.2463E+05	0
2.83	0.8995E+01	0.6911E+03	0	0.7587E+02	0.2448E+05	0
3.03	0.9058E+01	0.7158E+03	0	0.7441E+02	0.2366E+05	0
3.23	0.9345E+01	0.7312E+03	0	0.7304E+02	0.2305E+05	0
3.43	0.9528E+01	0.7478E+03	0	0.7113E+02	0.2178E+05	0
3.64	0.9663E+01	0.7493E+03	0	0.6881E+02	0.2115E+05	0
3.84	0.9285E+01	0.7518E+03	0	0.6604E+02	0.2016E+05	0
4.04	0.9144E+01	0.7437E+03	0	0.6331E+02	0.1941E+05	0
4.24	0.9413E+01	0.7447E+03	0	0.6089E+02	0.1921E+05	0
4.44	0.9502E+01	0.7059E+03	0	0.5816E+02	0.1874E+05	0
4.65	0.9181E+01	0.6941E+03	0	0.5564E+02	0.1866E+05	0
4.85	0.9229E+01	0.6603E+03	0	0.5318E+02	0.1833E+05	0
5.05	0.9228E+01	0.6404E+03	0	0.5101E+02	0.1853E+05	0
5.25	0.9233E+01	0.6122E+03	0	0.4881E+02	0.1756E+05	0
5.45	0.9142E+01	0.5825E+03	0	0.4677E+02	0.1742E+05	0
5.66	0.8800E+01	0.5583E+03	0	0.4450E+02	0.1674E+05	0
5.86	0.8960E+01	0.5559E+03	0	0.4271E+02	0.1573E+05	0
6.06	0.8827E+01	0.4827E+03	0	0.4091E+02	0.1513E+05	0
6.26	0.8494E+01	0.4861E+03	0	0.3898E+02	0.1392E+05	0
6.46	0.8217E+01	0.4533E+03	0	0.3712E+02	0.1205E+05	0
6.67	0.8627E+01	0.4165E+03	0	0.3596E+02	0.1054E+05	0
6.87	0.8129E+01	0.3655E+03	0	0.3430E+02	0.8895E+04	0
7.07	0.7965E+01	0.3553E+03	0	0.3230E+02	0.7903E+04	0
7.27	0.7765E+01	0.3312E+03	0	0.3135E+02	0.6068E+04	0
7.47	0.7496E+01	0.3386E+03	0	0.2993E+02	0.5393E+04	0
7.68	0.7497E+01	0.2974E+03	0	0.2889E+02	0.4236E+04	0
7.88	0.7521E+01	0.2958E+03	0	0.2774E+02	0.3706E+04	0
8.08	0.7454E+01	0.2654E+03	0	0.2661E+02	0.2797E+04	0
8.28	0.7047E+01	0.2788E+03	0	0.2524E+02	0.1963E+04	0
8.48	0.7078E+01	0.2634E+03	0	0.2429E+02	0.1568E+04	0
8.69	0.6998E+01	0.2369E+03	0	0.2343E+02	0.1090E+04	0
8.89	0.6532E+01	0.2249E+03	0	0.2203E+02	0.8362E+03	0
9.09	0.6350E+01	0.2146E+03	0	0.2077E+02	0.6603E+03	0
